"NYC,3,17.790257932979312"
"NYC,7,13.302175482112835"
"NYC,8,9.060967029216197"
"NYC,19,18.492839886969428"
"NYC,21,22.016819790964746"
"NYC,2,20.94402951010599"
"NYC,5,17.434950368865117"
"NYC,11,8.40959011262855"
"NYC,12,8.094074079640471"
"NYC,14,11.782426520181582"
"NYC,15,11.809200209078035"
"NYC,16,16.114496803834186"
"NYC,0,21.64791889312294"
"NYC,4,15.271399894287658"
"NYC,6,38.712944198944314"
"NYC,9,8.450396770217647"
"NYC,13,10.452057571826115"
"NYC,17,16.607006777418572"
"NYC,1,27.06567282429057"
"NYC,10,8.212177842661509"
"NYC,20,19.163903701143408"
"NYC,22,23.968368864865457"
"NYC,23,24.58926969411038"
"NYC,18,17.274611899706162"
